Player,From,To,Pos,Ht,Wt,Birth Date,College
Plummer Lott\lottpl01,1968,1969,F-G,195,210,December 11 1945,Seattle University
Kevin Loughery\loughke01,1963,1973,G,190,190,March 28 1940,St. John's University
Bob Love\lovebo01,1967,1977,F,203,215,December 8 1942,Southern University and A&M College
Kevin Love\loveke01,2009,2017,F,208,251,September 7 1988,University of California Los Angeles
Stan Love\lovest01,1972,1975,F,205,215,April 9 1949,University of Oregon
Clyde Lovellette*\lovelcl01,1954,1964,C-F,205,234,September 7 1929,University of Kansas
Sidney Lowe\lowesi01,1984,1990,G,182,195,January 21 1960,North Carolina State University
Charlie Lowery\lowerch01,1972,1972,G,190,185,November 12 1949,University of Puget Sound
Kyle Lowry\lowryky01,2007,2017,G,182,205,March 25 1986,Villanova University
Al Lucas\lucasal01,1949,1949,F-G,190,195,July 4 1922,Fordham University
Jerry Lucas*\lucasje01,1964,1974,F-C,203,230,March 30 1940,Ohio State University
John Lucas\lucasjo01,1977,1990,G,190,175,October 31 1953,University of Maryland
Kalin Lucas\lucaska01,2015,2015,G,185,195,May 24 1989,Michigan State University
Maurice Lucas\lucasma01,1975,1988,F-C,205,215,February 18 1952,Marquette University
John Lucas III\lucasjo02,2006,2017,G,180,166,November 21 1982,Oklahoma State University
Ted Luckenbill\luckete01,1962,1963,F,198,205,July 27 1939,University of Houston
Tyronn Lue\luety01,1999,2009,G,182,175,May 3 1977,University of Nebraska
Jim Luisi\luisiji01,1954,1954,G,187,180,November 2 1928,St. Francis College
Al Lujack\lujacal01,1947,1947,F,190,220,October 5 1920,Georgetown University
Phil Lumpkin\lumpkph01,1975,1976,G,182,165,December 20 1951,Miami University
Ray Lumpp\lumppra01,1949,1953,G,185,178,July 11 1923,New York University
Timothe Luwawu-Cabarrot\luwawti01,2017,2017,F,198,205,May 9 1995,
Trey Lyles\lylestr01,2016,2017,F,208,234,November 5 1995,University of Kentucky
R.B. Lynam\lynamrb01,1968,1968,G,185,190,,Oklahoma Baptist University
George Lynch\lynchge01,1994,2005,F,203,218,September 3 1970,University of North Carolina
Kevin Lynch\lynchke01,1992,1993,G-F,195,195,December 24 1968,University of Minnesota
Lonnie Lynn\lynnlo01,1970,1970,F,200,215,May 24 1943,Wilberforce University
Mike Lynn\lynnmi01,1970,1971,F,200,215,November 25 1945,University of California Los Angeles
Mike Macaluso\macalmi01,1974,1974,F,195,210,July 20 1951,Canisius College
Ed Macauley*\macaued01,1950,1959,C-F,203,185,March 22 1928,Saint Louis University
Todd MacCulloch\maccuto01,2000,2003,C,213,280,January 27 1976,University of Washington
Ronnie MacGilvray\macgiro01,1955,1955,G,187,185,July 20 1930,St. John's University
Scott Machado\machasc01,2013,2013,G,185,205,June 8 1990,Iona College
Arvydas Macijauskas\macijar01,2006,2006,G,193,214,January 19 1980,
Ollie Mack\mackol01,1980,1982,G,190,185,June 6 1957,East Carolina University
Sam Mack\macksa01,1993,2002,F-G,200,220,May 26 1970,University of Houston
Shelvin Mack\macksh01,2012,2017,G,190,203,April 22 1990,Butler University
Malcolm Mackey\mackema01,1994,1994,F-C,205,248,July 11 1970,Georgia Institute of Technology
Rudy Macklin\macklru01,1982,1984,F-G,200,205,February 19 1958,Louisiana State University
Vernon Macklin\macklve01,2012,2012,F,208,227,September 20 1986,University of Florida
Johnny Macknowski\macknjo01,1950,1951,G-F,182,180,January 7 1923,Seton Hall University
Don MacLean\macledo01,1993,2001,F,208,235,January 16 1970,University of California Los Angeles
Mark Macon\maconma01,1992,1999,G,195,185,April 14 1969,Temple University
Kyle Macy\macyky01,1981,1987,G,190,175,April 9 1957,University of Kentucky
Jack Maddox\maddoja01,1949,1949,F-G,190,185,December 10 1919,West Texas A&M University
Tito Maddox\maddoti01,2003,2003,G,193,190,June 7 1981,California State University Fresno
Gerald Madkins\madkige01,1994,1998,G,193,200,April 18 1969,University of California Los Angeles
Mark Madsen\madsema01,2001,2009,F,205,240,January 28 1976,Stanford University
Norm Mager\magerno01,1951,1951,F,195,185,March 23 1926,City College of New York
Corey Maggette\maggeco01,2000,2013,F,198,218,November 12 1979,Duke University
Dave Magley\magleda01,1983,1983,F,203,202,November 24 1959,University of Kansas
Jamaal Magloire\magloja01,2001,2012,C,210,259,May 21 1978,University of Kentucky
Randolph Mahaffey\mahafra01,1968,1971,F,200,210,September 28 1945,Clemson University
Ian Mahinmi\mahinia01,2008,2017,C,210,250,November 5 1986,
John Mahnken\mahnkjo01,1947,1953,C,203,220,June 16 1922,Georgetown University
Brian Mahoney\mahonbr01,1973,1973,G,190,175,December 17 1948,Manhattan College
Mo Mahoney\mahonmo01,1953,1954,F,187,205,November 20 1927,Brown University
Rick Mahorn\mahorri01,1981,1999,C-F,208,240,September 21 1958,Hampton University
Dan Majerle\majerda01,1989,2002,G-F,198,215,September 9 1965,Central Michigan University
Renaldo Major\majorre01,2007,2007,F,200,200,May 7 1982,California State University Fresno
Thon Maker\makerth01,2017,2017,F-C,215,216,February 25 1997,
Lionel Malamed\malamli01,1949,1949,G,175,150,November 15 1924,City College of New York
Jeff Malone\malonje01,1984,1996,G,193,205,June 28 1961,Mississippi State University
Karl Malone*\malonka01,1986,2004,F,205,250,July 24 1963,Louisiana Tech University
Moses Malone*\malonmo01,1975,1995,C-F,208,215,March 23 1955,
Matt Maloney\malonma01,1997,2003,G,190,192,December 6 1971,University of Pennsylvania
Steve Malovic\malovst01,1980,1980,F,208,230,July 21 1956,San Diego State University
Mike Maloy\maloymi01,1971,1973,F,200,215,May 10 1949,Davidson College
Ted Manakas\manakte01,1974,1974,G,187,180,February 22 1951,Princeton University
John Mandic\mandijo01,1949,1950,F-C,193,205,October 3 1919,Oregon State University
Frank Mangiapane\mangifr01,1947,1947,G,177,195,August 5 1925,New York University
Danny Manning\mannida01,1989,2003,F-C,208,230,May 17 1966,University of Kansas
Ed Manning\mannied01,1968,1976,F,200,210,January 2 1944,Jackson State University
Guy Manning\mannigu01,1968,1969,F,198,195,February 4 1944,Prairie View A&M University
Rich Manning\manniri01,1996,1997,C,210,253,June 23 1970,University of Washington
Pace Mannion\mannipa01,1984,1989,G,200,190,September 22 1960,University of Utah
Nick Mantis\mantini01,1960,1963,G,190,190,December 7 1935,Northwestern University
Pete Maravich*\maravpe01,1971,1980,G,195,197,June 22 1947,Louisiana State University
Press Maravich\maravpr01,1947,1947,G,182,185,August 20 1920,Davis & Elkins College
Devyn Marble\marblde01,2015,2016,G-F,198,200,September 21 1992,University of Iowa
Roy Marble\marblro01,1990,1994,G-F,198,190,December 13 1966,University of Iowa
Stephon Marbury\marbust01,1997,2009,G,187,180,February 20 1977,Georgia Institute of Technology
Sarunas Marciulionis*\marcisa01,1990,1997,G,195,200,June 13 1964,
Saul Mariaschin\mariasa01,1948,1948,G,180,165,September 1 1924,Harvard University
Jack Marin\marinja01,1967,1977,F-G,200,200,October 12 1944,Duke University
Shawn Marion\mariosh01,2000,2015,F,200,220,May 7 1978,University of Nevada Las Vegas
Boban Marjanovic\marjabo01,2016,2017,C,220,290,August 15 1988,
Damir Markota\markoda01,2007,2007,C,208,225,December 26 1985,
Sean Marks\marksse01,1999,2011,F-C,208,250,August 23 1975,University of California
Harvey Marlatt\marlaha01,1971,1973,G,190,185,August 26 1948,Eastern Michigan University
Jim Marsh\marshji01,1972,1972,F,200,215,April 26 1946,University of Southern California
Ricky Marsh\marshri01,1978,1978,G,190,200,March 10 1954,Manhattan College
Donny Marshall\marshdo02,1996,2003,F,200,230,July 17 1972,University of Connecticut
Donyell Marshall\marshdo01,1995,2009,F,205,218,May 18 1973,University of Connecticut
Kendall Marshall\marshke01,2013,2016,G,193,200,August 19 1991,University of North Carolina
Rawle Marshall\marshra01,2006,2007,G-F,205,190,February 20 1982,Oakland University
Tom Marshall\marshto01,1955,1959,F-G,193,215,January 6 1931,Western Kentucky University
Vester Marshall\marshve01,1974,1974,F,200,200,December 22 1948,University of Oklahoma
Bill Martin\martibi01,1986,1988,F,200,205,August 16 1962,Georgetown University
Bob Martin\martibo01,1994,1995,C,213,250,October 7 1969,University of Minnesota
Brian Martin\martibr01,1986,1986,F,205,212,August 18 1962,University of Kansas
Cartier Martin\martica01,2009,2015,F,200,220,November 20 1984,Kansas State University
Cuonzo Martin\marticu01,1996,1997,G-F,195,213,September 23 1971,Purdue University
Darrick Martin\martida01,1995,2008,G,180,170,March 6 1971,University of California Los Angeles
Dino Martin\martidi01,1947,1948,G,172,160,May 25 1920,Georgetown University
Don Martin\martido01,1947,1949,C-F,200,210,February 7 1920,Central Missouri State University
Fernando Martin\martife01,1987,1987,C,205,220,March 25 1962,
Jarell Martin\martija01,2016,2017,F,208,239,May 24 1994,Louisiana State University
Jeff Martin\martije01,1990,1991,G,195,195,January 14 1967,Murray State University
Kenyon Martin\martike01,2001,2015,F,205,234,December 30 1977,University of Cincinnati
Kevin Martin\martike02,2005,2016,G,200,199,February 1 1983,Western Carolina University
LaRue Martin\martila01,1973,1976,C,210,208,March 30 1950,Loyola University of Chicago
Maurice Martin\martima01,1987,1988,F-G,198,200,July 2 1964,Saint Joseph's University
Phil Martin\martiph01,1955,1955,G,190,190,April 2 1928,University of Toledo
Slater Martin*\martisl01,1950,1960,G,177,170,October 22 1925,University of Texas at Austin
Whitey Martin\martiwh01,1962,1962,G,187,185,April 11 1939,St. Bonaventure University
Jamal Mashburn\mashbja01,1994,2004,F,203,240,November 29 1972,University of Kentucky
Al Masino\masinal01,1953,1954,G,177,174,February 5 1928,Canisius College
Anthony Mason\masonan01,1990,2003,F,200,250,December 14 1966,Tennessee State University
Desmond Mason\masonde01,2001,2010,F,200,224,October 11 1977,Oklahoma State University
Roger Mason\masonro01,2003,2014,G,195,200,September 10 1980,University of Virginia
Tony Massenburg\masseto01,1991,2005,F,205,220,July 31 1967,University of Maryland
Eddie Mast\masted01,1971,1973,F-C,205,220,October 3 1948,Temple University
Johnny Mathis\mathijo01,1968,1968,F,198,220,July 14 1943,Savannah State University
Wes Matthews\matthwe01,1981,1990,G,185,170,August 24 1959,University of Wisconsin
Wesley Matthews\matthwe02,2010,2017,G,195,220,October 14 1986,Marquette University
Ariel Maughan\maughar01,1947,1951,F,193,190,April 26 1923,Utah State University
Marlon Maxey\maxeyma01,1993,1994,F,203,250,February 19 1969,University of Texas at El Paso
Jason Maxiell\maxieja01,2006,2015,F,200,260,February 18 1983,University of Cincinnati
Cedric Maxwell\maxwece01,1978,1988,F,203,205,November 21 1955,University of North Carolina at Charlotte
Vernon Maxwell\maxweve01,1989,2001,G,193,180,September 12 1965,University of Florida
Don May\maydo01,1969,1975,F,193,200,January 3 1946,University of Dayton
Scott May\maysc01,1977,1983,F,200,215,March 19 1954,Indiana University
Sean May\mayse01,2006,2010,F,205,266,April 4 1984,University of North Carolina
Lee Mayberry\maybele01,1993,1999,G,185,172,June 12 1970,University of Arkansas
Clyde Mayes\mayescl01,1976,1977,F,203,225,March 17 1953,Furman University
Tharon Mayes\mayesth01,1992,1992,G,190,175,September 9 1968,Florida State University
Bill Mayfield\mayfibi01,1981,1981,F,200,205,October 17 1957,University of Iowa
Ken Mayfield\mayfike01,1976,1976,G,187,185,May 11 1948,Tuskegee University
Eric Maynor\maynoer01,2010,2014,G,190,175,June 11 1987,Virginia Commonwealth University
O.J. Mayo\mayooj01,2009,2016,G,195,210,November 5 1987,University of Southern California
Travis Mays\maystr01,1991,1993,G,187,190,June 19 1968,University of Texas at Austin
Matt Mazza\mazzama01,1950,1950,F,190,210,September 23 1923,Michigan State University
Luc Mbah a Moute\mbahalu01,2009,2017,F,203,230,September 9 1986,University of California Los Angeles
Bob McAdoo*\mcadobo01,1973,1986,C-F,205,210,September 25 1951,University of North Carolina
James Michael McAdoo\mcadoja01,2015,2017,F,205,230,January 4 1993,University of North Carolina
Ken McBride\mcbrike01,1955,1955,G-F,190,190,,University of Maryland Eastern Shore
Ray McCallum\mccalra01,2014,2016,G,190,190,June 12 1991,University of Detroit Mercy
Bob McCann\mccanbo01,1990,1998,F,198,244,April 22 1964,Morehead State University
Brendan McCann\mccanbr01,1958,1960,G,187,178,July 5 1935,St. Bonaventure University
Mel McCants\mccanme01,1990,1990,F,203,240,August 19 1967,Purdue University
Rashad McCants\mccanra01,2006,2009,G,193,207,September 25 1984,University of North Carolina
Mike McCarron\mccarmi01,1947,1950,G,180,180,March 2 1922,Seton Hall University
Andre McCarter\mccaran01,1977,1981,G,190,190,August 25 1953,University of California Los Angeles
Willie McCarter\mccarwi01,1970,1972,G,190,175,July 26 1946,Drake University
Johnny McCarthy\mccarjo01,1957,1964,G,185,185,April 25 1934,Canisius College
Howie McCarty\mccarho01,1947,1947,F-G,187,190,,Wayne State University
Kelly McCarty\mccarke01,1999,1999,G-F,200,200,August 24 1975,University of Southern Mississippi
Walter McCarty\mccarwa01,1997,2006,F,208,230,February 1 1974,University of Kentucky
Amal McCaskill\mccasam01,1997,2004,F-C,210,235,October 28 1973,Marquette University
Patrick McCaw\mccawpa01,2017,2017,G,200,185,October 25 1995,University of Nevada Las Vegas
Dwayne McClain\mccladw01,1986,1986,G,198,185,February 7 1963,Villanova University
Ted McClain\mcclate01,1972,1979,G,185,180,August 30 1946,Tennessee State University
Sheldon McClellan\mcclesh01,2017,2017,G,195,200,December 21 1992,University of Miami
Dan McClintock\mcclida01,2001,2001,C,213,270,April 19 1977,Northern Arizona University
Jack McCloskey\mccloja01,1953,1953,G,187,190,September 19 1925,University of Pennsylvania
George McCloud\mccloge01,1990,2002,G-F,198,205,May 27 1967,Florida State University
C.J. McCollum\mccolcj01,2014,2017,G,190,190,September 19 1991,Lehigh University
John McConathy\mcconjo01,1952,1952,F,195,195,April 9 1930,Northwestern State University
Bucky McConnell\mcconbu01,1953,1953,G,177,170,July 1 1928,Marshall University
T.J. McConnell\mccontj01,2016,2017,G,187,200,March 25 1992,University of Arizona
Keith McCord\mccorke01,1981,1981,G,200,210,June 22 1957,University of Alabama at Birmingham
Tim McCormick\mccorti01,1985,1992,C,210,240,March 10 1962,University of Michigan
Jelani McCoy\mccoyje01,1999,2008,C,208,245,December 6 1977,University of California Los Angeles
Paul McCracken\mccrapa01,1973,1977,G,193,180,September 11 1950,California State University Northridge
Chris McCray\mccrach01,2007,2007,G,195,192,May 27 1984,University of Maryland
Rodney McCray\mccraro01,1984,1993,F-G,200,220,August 29 1961,University of Louisville
Scooter McCray\mccrasc01,1984,1987,F-G,205,215,February 8 1960,University of Louisville
Chris McCullough\mcculch01,2016,2017,F,210,200,February 5 1995,Syracuse University
John McCullough\mcculjo01,1982,1982,G,193,190,October 5 1956,University of Oklahoma
Clint McDaniel\mcdancl01,1996,1996,G,193,180,February 26 1972,University of Arkansas
Xavier McDaniel\mcdanxa01,1986,1998,F,200,205,June 4 1963,Wichita State University
Jim McDaniels\mcdanji01,1972,1978,C-F,210,228,April 2 1948,Western Kentucky University
K.J. McDaniels\mcdankj01,2015,2017,G-F,198,205,February 9 1993,Clemson University
Doug McDermott\mcderdo01,2015,2017,F,203,225,January 3 1992,Creighton University
Ben McDonald\mcdonbe01,1986,1989,F,203,210,July 20 1962,University of California Irvine
Glenn McDonald\mcdongl01,1975,1977,F-G,198,190,March 18 1952,California State University Long Beach
Michael McDonald\mcdonmi01,1998,1998,C,208,232,February 13 1969,University of New Orleans
Roderick McDonald\mcdonro01,1971,1973,F,198,205,April 9 1945,Whitworth
Hank McDowell\mcdowha01,1982,1987,F-C,205,215,November 13 1959,University of Memphis
Antonio McDyess\mcdyean01,1996,2011,F-C,205,220,September 7 1974,University of Alabama
Jim McElroy\mcelrji01,1976,1982,G,190,190,October 4 1953,Central Michigan University
Patrick McFarland\mcfarpa01,1974,1976,F-G,195,185,December 7 1951,Saint Joseph's University
Ivan McFarlin\mcfariv01,2007,2007,F,203,240,April 26 1982,Oklahoma State University
Mel McGaha\mcgahme01,1949,1949,G,185,190,September 26 1926,University of Arkansas
Mitch McGary\mcgarmi01,2015,2016,F-C,208,255,June 6 1992,University of Michigan
JaVale McGee\mcgeeja01,2009,2017,C,213,270,January 19 1988,University of Nevada Reno
Mike McGee\mcgeemi01,1982,1990,G-F,195,190,July 29 1959,University of Michigan
Bill McGill\mcgilbi01,1963,1970,C-F,205,225,September 16 1939,University of Utah
George McGinnis*\mcginge01,1972,1982,F-C,203,235,August 12 1950,Indiana University
Jon McGlocklin\mcglojo01,1966,1976,G-F,195,205,June 10 1943,Indiana University
Tracy McGrady*\mcgratr01,1998,2012,F-G,203,210,May 24 1979,
Gil McGregor\mcgregi01,1972,1972,F,203,240,June 14 1949,Wake Forest University
Elton McGriff\mcgriel01,1968,1969,C,205,225,August 21 1942,Creighton University
Rodney McGruder\mcgruro01,2017,2017,G,193,205,July 29 1991,Kansas State University
Alfred McGuire*\mcguial01,1952,1955,G-F,187,180,September 7 1928,St. John's University
Allie McGuire\mcguial02,1974,1974,G,190,175,July 10 1951,Marquette University
Dick McGuire*\mcguidi01,1950,1960,G,182,180,January 25 1926,St. John's University
